Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
965,14,218,86,429,109,68.9285714285714,30.6428571428571,15.5714285714286,218,251,116,118,122,90,0.5,0.731707317073171,2
408,6,86,42,182,51,68,30.3333333333333,14.3333333333333,86,95,55,56,58,45,0.593023255813954,0.76271186440678,2
407,9,92,41,186,47,45.2222222222222,20.6666666666667,10.2222222222222,91,108,55,55,60,41,0.510869565217391,0.694915254237288,2
1316,20,262,101,571,146,65.8,28.55,13.1,262,294,138,140,143,117,0.557251908396947,0.801369863013699,2
702,13,180,60,320,94,54,24.6153846153846,13.8461538461538,180,200,84,85,88,67,0.522222222222222,0.744444444444444,2
1326,27,309,101,564,151,49.1111111111111,20.8888888888889,11.4444444444444,309,355,139,140,142,113,0.488673139158576,0.748344370860927,2
1818,20,421,96,791,225,90.9,39.55,21.05,421,481,156,162,167,132,0.534441805225653,0.758620689655172,2
1576,18,359,127,697,179,87.5555555555556,38.7222222222222,19.9444444444444,358,409,174,175,181,139,0.498607242339833,0.751351351351351,2
1321,13,282,99,569,164,101.615384615385,43.7692307692308,21.6923076923077,282,331,145,147,150,119,0.581560283687943,0.782894736842105,2
1329,13,313,87,573,152,102.230769230769,44.0769230769231,24.0769230769231,313,357,130,132,136,99,0.485623003194888,0.717391304347826,2
1438,23,319,119,637,171,62.5217391304348,27.695652173913,13.8695652173913,319,374,166,169,174,139,0.536050156739812,0.755434782608696,2
1546,32,356,134,692,192,48.3125,21.625,11.125,353,419,185,183,190,150,0.539325842696629,0.738916256157635,2
1292,25,291,100,584,178,51.68,23.36,11.64,288,336,147,145,151,128,0.611683848797251,0.790123456790123,2
1104,17,250,103,489,150,64.9411764705882,28.7647058823529,14.7058823529412,250,293,142,144,146,120,0.6,0.8,2
297,5,66,42,131,36,59.4,26.2,13.2,66,78,51,51,54,32,0.545454545454545,0.627450980392157,2
1135,17,250,114,493,135,66.7647058823529,29,14.7058823529412,250,279,140,142,144,119,0.54,0.798657718120805,2
874,14,212,90,397,119,62.4285714285714,28.3571428571429,15.1428571428571,212,240,119,120,123,95,0.561320754716981,0.76,2
370,4,76,39,157,46,92.5,39.25,19,76,82,52,52,54,38,0.605263157894737,0.703703703703704,2
1514,20,346,106,669,188,75.7,33.45,17.3,346,385,159,160,162,131,0.543352601156069,0.766081871345029,2
1038,16,244,89,468,136,64.875,29.25,15.25,244,275,121,124,128,99,0.557377049180328,0.75,2
980,11,216,96,421,119,89.0909090909091,38.2727272727273,19.6363636363636,216,248,127,128,132,98,0.550925925925926,0.725925925925926,2
1018,11,235,100,453,125,92.5454545454545,41.1818181818182,21.3636363636364,234,262,130,129,133,100,0.531914893617021,0.746268656716418,2
687,11,161,76,298,82,62.4545454545455,27.0909090909091,14.6363636363636,161,188,97,98,100,72,0.509316770186335,0.705882352941177,2
799,11,164,77,349,92,72.6363636363636,31.7272727272727,14.9090909090909,164,190,97,98,101,80,0.560975609756098,0.784313725490196,2
604,7,135,44,281,78,86.2857142857143,40.1428571428571,19.2857142857143,135,155,74,75,77,53,0.577777777777778,0.688311688311688,2
680,10,144,59,302,76,68,30.2,14.4,144,165,80,81,83,59,0.527777777777778,0.710843373493976,2
1358,15,283,83,595,161,90.5333333333333,39.6666666666667,18.8666666666667,283,321,128,130,133,105,0.568904593639576,0.783582089552239,2
778,10,175,80,330,100,77.8,33,17.5,172,205,110,109,114,81,0.571428571428571,0.710526315789474,2
1106,11,238,64,488,153,100.545454545455,44.3636363636364,21.6363636363636,238,267,109,110,115,91,0.642857142857143,0.805309734513274,2
666,13,142,68,287,84,51.2307692307692,22.0769230769231,10.9230769230769,142,165,91,92,95,69,0.591549295774648,0.726315789473684,2
338,6,72,35,146,37,56.3333333333333,24.3333333333333,12,72,85,49,50,53,32,0.513888888888889,0.60377358490566,2
636,12,142,69,272,83,53,22.6666666666667,11.8333333333333,142,168,92,93,95,72,0.584507042253521,0.727272727272727,2
902,20,204,78,389,106,45.1,19.45,10.2,201,227,111,109,114,81,0.519607843137255,0.704347826086957,2
1007,18,224,76,430,125,55.9444444444444,23.8888888888889,12.4444444444444,224,258,116,117,119,87,0.558035714285714,0.713114754098361,2
687,16,156,77,299,76,42.9375,18.6875,9.75,154,181,94,96,101,73,0.487179487179487,0.70873786407767,2
1403,15,288,112,618,178,93.5333333333333,41.2,19.2,288,338,153,157,161,133,0.618055555555556,0.810975609756098,2
1062,11,223,94,460,142,96.5454545454545,41.8181818181818,20.2727272727273,223,257,127,129,132,103,0.63677130044843,0.78030303030303,2
697,11,167,80,306,88,63.3636363636364,27.8181818181818,15.1818181818182,167,193,98,99,102,80,0.526946107784431,0.769230769230769,2
511,6,103,55,221,66,85.1666666666667,36.8333333333333,17.1666666666667,103,120,72,72,74,56,0.640776699029126,0.767123287671233,2
738,15,170,86,325,95,49.2,21.6666666666667,11.3333333333333,170,200,102,103,108,79,0.558823529411765,0.738317757009346,2
646,10,148,63,284,78,64.6,28.4,14.8,146,172,89,88,93,63,0.527027027027027,0.663157894736842,2
1748,15,392,142,776,207,116.533333333333,51.7333333333333,26.1333333333333,392,436,186,189,191,159,0.528061224489796,0.807106598984772,2
960,10,215,94,427,123,96,42.7,21.5,215,241,123,125,127,101,0.572093023255814,0.776923076923077,2
1321,15,265,100,572,149,88.0666666666667,38.1333333333333,17.6666666666667,263,292,140,140,144,117,0.562264150943396,0.801369863013699,2
951,7,216,85,427,117,135.857142857143,61,30.8571428571429,211,241,121,117,125,94,0.541666666666667,0.746031746031746,2
872,9,196,84,392,108,96.8888888888889,43.5555555555556,21.7777777777778,196,222,109,112,115,88,0.551020408163265,0.758620689655172,2
1256,12,287,55,544,147,104.666666666667,45.3333333333333,23.9166666666667,287,321,105,106,108,82,0.51219512195122,0.725663716814159,2
1222,15,271,84,534,149,81.4666666666667,35.6,18.0666666666667,271,309,126,128,130,102,0.549815498154982,0.761194029850746,2
1096,16,249,64,471,124,68.5,29.4375,15.5625,249,273,106,107,111,77,0.497991967871486,0.6875,2
1295,19,281,89,570,159,68.1578947368421,30,14.7894736842105,280,313,133,134,137,104,0.565836298932384,0.737588652482269,2
755,12,165,59,335,95,62.9166666666667,27.9166666666667,13.75,165,184,83,85,87,67,0.575757575757576,0.736263736263736,2
1319,12,279,109,572,159,109.916666666667,47.6666666666667,23.25,278,310,150,151,155,125,0.56989247311828,0.796178343949045,2
979,8,208,63,429,116,122.375,53.625,26,208,233,96,97,99,79,0.557692307692308,0.782178217821782,2
811,9,172,65,360,99,90.1111111111111,40,19.1111111111111,171,193,93,93,97,72,0.575581395348837,0.742268041237113,2
1053,10,220,69,461,132,105.3,46.1,22,219,241,107,107,111,85,0.6,0.758928571428571,2
561,12,118,58,245,66,46.75,20.4166666666667,9.83333333333333,113,137,78,75,81,56,0.559322033898305,0.691358024691358,2
306,3,74,29,138,37,102,46,24.6666666666667,73,85,42,42,45,27,0.5,0.6,2
996,16,213,86,439,127,62.25,27.4375,13.3125,213,243,116,119,121,97,0.596244131455399,0.7578125,2
1123,15,239,86,474,141,74.8666666666667,31.6,15.9333333333333,239,287,130,131,135,104,0.589958158995816,0.742857142857143,2
1381,10,293,111,620,157,138.1,62,29.3,291,320,147,146,150,126,0.535836177474403,0.802547770700637,2
916,9,176,71,393,111,101.777777777778,43.6666666666667,19.5555555555556,176,204,101,103,108,82,0.630681818181818,0.759259259259259,2
1220,10,248,93,535,147,122,53.5,24.8,248,281,130,131,133,108,0.592741935483871,0.805970149253731,2
1108,11,240,89,499,128,100.727272727273,45.3636363636364,21.8181818181818,240,270,118,119,122,98,0.533333333333333,0.796747967479675,2
1239,9,245,113,561,145,137.666666666667,62.3333333333333,27.2222222222222,245,272,140,141,145,117,0.591836734693878,0.8125,2
741,9,161,76,328,93,82.3333333333333,36.4444444444444,17.8888888888889,161,179,97,98,101,76,0.577639751552795,0.737864077669903,2
1023,16,218,86,446,134,63.9375,27.875,13.625,218,250,121,123,125,105,0.614678899082569,0.789473684210526,2
637,9,132,51,268,80,70.7777777777778,29.7777777777778,14.6666666666667,132,151,77,78,80,59,0.606060606060606,0.728395061728395,2
666,12,147,71,295,93,55.5,24.5833333333333,12.25,147,172,92,93,97,72,0.63265306122449,0.73469387755102,2
910,14,207,81,409,113,65,29.2142857142857,14.7857142857143,205,236,112,111,115,88,0.545893719806763,0.745762711864407,2
1039,22,247,89,472,150,47.2272727272727,21.4545454545455,11.2272727272727,246,281,130,130,136,103,0.607287449392713,0.730496453900709,2
1494,17,310,126,674,168,87.8823529411765,39.6470588235294,18.2352941176471,310,349,159,161,164,146,0.541935483870968,0.839080459770115,2
1634,18,376,123,748,187,90.7777777777778,41.5555555555556,20.8888888888889,374,420,169,169,174,140,0.497340425531915,0.786516853932584,2
1739,25,362,146,734,208,69.56,29.36,14.48,360,402,196,196,201,161,0.574585635359116,0.774038461538462,2
1657,24,358,137,709,207,69.0416666666667,29.5416666666667,14.9166666666667,358,393,185,188,190,155,0.578212290502793,0.778894472361809,2
1197,12,272,87,525,136,99.75,43.75,22.6666666666667,272,301,121,122,124,98,0.5,0.765625,2
1113,14,254,87,478,142,79.5,34.1428571428571,18.1428571428571,254,289,132,134,137,101,0.559055118110236,0.716312056737589,2
1894,19,424,158,866,227,99.6842105263158,45.5789473684211,22.3157894736842,423,475,210,211,214,175,0.535377358490566,0.795454545454545,2
1058,18,234,99,468,129,58.7777777777778,26,13,234,269,124,126,128,100,0.551282051282051,0.75187969924812,2
1143,20,225,118,494,139,57.15,24.7,11.25,225,261,145,145,147,116,0.617777777777778,0.758169934640523,2
1395,12,298,133,608,163,116.25,50.6666666666667,24.8333333333333,298,335,167,169,173,139,0.546979865771812,0.808139534883721,2
1021,13,239,95,447,128,78.5384615384615,34.3846153846154,18.3846153846154,237,268,131,130,134,101,0.535564853556485,0.721428571428571,2
1111,13,233,97,497,129,85.4615384615385,38.2307692307692,17.9230769230769,232,261,127,128,133,99,0.553648068669528,0.75,2
1195,17,265,97,532,136,70.2941176470588,31.2941176470588,15.5882352941176,265,298,130,131,134,105,0.513207547169811,0.772058823529412,2
1153,13,261,92,508,148,88.6923076923077,39.0769230769231,20.0769230769231,261,292,135,136,138,111,0.567049808429119,0.78169014084507,2
1073,23,267,97,485,145,46.6521739130435,21.0869565217391,11.6086956521739,267,295,131,133,135,107,0.543071161048689,0.748251748251748,2
1173,12,230,92,492,129,97.75,41,19.1666666666667,230,258,119,120,122,98,0.560869565217391,0.784,2
835,12,187,82,365,104,69.5833333333333,30.4166666666667,15.5833333333333,187,210,108,110,114,86,0.556149732620321,0.716666666666667,2
864,14,175,82,379,102,61.7142857142857,27.0714285714286,12.5,175,203,107,108,110,87,0.582857142857143,0.783783783783784,2
923,9,203,72,410,127,102.555555555556,45.5555555555556,22.5555555555556,203,234,108,109,115,87,0.625615763546798,0.763157894736842,2
1266,15,268,101,557,149,84.4,37.1333333333333,17.8666666666667,268,297,138,139,143,113,0.555970149253731,0.79020979020979,2
851,8,189,66,365,108,106.375,45.625,23.625,189,221,103,104,107,77,0.571428571428571,0.706422018348624,2
1059,17,239,73,455,147,62.2941176470588,26.7647058823529,14.0588235294118,239,279,119,120,122,94,0.615062761506276,0.752,2
1002,11,206,95,410,130,91.0909090909091,37.2727272727273,18.7272727272727,205,260,120,120,123,98,0.631067961165049,0.777777777777778,2
1253,18,274,107,549,159,69.6111111111111,30.5,15.2222222222222,273,311,146,147,151,121,0.58029197080292,0.785714285714286,2
1384,16,307,110,593,174,86.5,37.0625,19.1875,307,361,153,156,159,127,0.566775244299674,0.774390243902439,2
1011,15,224,101,458,129,67.4,30.5333333333333,14.9333333333333,224,255,127,128,130,111,0.575892857142857,0.822222222222222,2
720,16,179,65,310,95,45,19.375,11.1875,179,202,97,98,100,74,0.53072625698324,0.691588785046729,2
1997,20,447,170,907,228,99.85,45.35,22.35,447,498,207,208,211,172,0.51006711409396,0.8,2
1294,14,280,97,546,148,92.4285714285714,39,20,280,327,141,144,147,116,0.528571428571429,0.753246753246753,3
1351,13,281,129,571,169,103.923076923077,43.9230769230769,21.6153846153846,281,322,168,170,173,134,0.601423487544484,0.765714285714286,3
1083,11,234,92,477,127,98.4545454545455,43.3636363636364,21.2727272727273,234,263,127,128,133,100,0.542735042735043,0.72992700729927,3
1542,16,336,125,650,186,96.375,40.625,21,336,379,168,171,174,142,0.553571428571429,0.793296089385475,3
1131,14,234,104,484,140,80.7857142857143,34.5714285714286,16.7142857142857,234,280,137,138,142,108,0.598290598290598,0.755244755244755,3
1766,25,393,158,770,215,70.64,30.8,15.72,393,458,205,207,213,173,0.5470737913486,0.793577981651376,3
1625,19,349,123,709,179,85.5263157894737,37.3157894736842,18.3684210526316,349,399,167,168,171,137,0.512893982808023,0.774011299435028,3
492,7,107,42,232,60,70.2857142857143,33.1428571428571,15.2857142857143,107,118,58,59,61,48,0.560747663551402,0.774193548387097,3
1000,14,208,100,428,115,71.4285714285714,30.5714285714286,14.8571428571429,208,236,123,125,127,96,0.552884615384615,0.738461538461539,3
1834,20,392,113,782,219,91.7,39.1,19.6,392,445,173,175,181,151,0.558673469387755,0.803191489361702,3
794,10,197,63,373,100,79.4,37.3,19.7,197,217,89,90,95,74,0.50761421319797,0.778947368421053,3
1338,13,306,101,591,158,102.923076923077,45.4615384615385,23.5384615384615,306,336,136,137,140,112,0.516339869281046,0.783216783216783,3
1502,11,309,126,665,162,136.545454545455,60.4545454545455,28.0909090909091,309,334,157,159,161,136,0.524271844660194,0.80952380952381,3
1522,15,331,120,659,170,101.466666666667,43.9333333333333,22.0666666666667,331,365,154,156,158,135,0.513595166163142,0.823170731707317,3
1600,20,339,147,709,185,80,35.45,16.95,339,384,182,183,185,150,0.545722713864307,0.769230769230769,3
2264,28,496,178,976,273,80.8571428571429,34.8571428571429,17.7142857142857,495,560,236,237,241,206,0.550403225806452,0.830645161290323,3
1622,21,366,137,697,188,77.2380952380952,33.1904761904762,17.4285714285714,366,421,180,183,186,150,0.513661202185792,0.78125,3
1021,11,248,91,471,119,92.8181818181818,42.8181818181818,22.5454545454545,248,279,122,123,127,96,0.479838709677419,0.744186046511628,3
1450,25,310,110,622,180,58,24.88,12.4,310,354,156,159,163,126,0.580645161290323,0.763636363636364,3
1147,15,270,104,506,139,76.4666666666667,33.7333333333333,18,270,308,137,139,142,110,0.514814814814815,0.738255033557047,3
553,10,138,44,267,65,55.3,26.7,13.8,138,155,64,66,68,48,0.471014492753623,0.695652173913043,3
965,13,228,91,443,115,74.2307692307692,34.0769230769231,17.5384615384615,228,270,110,112,114,90,0.504385964912281,0.782608695652174,3
1696,17,362,147,744,195,99.7647058823529,43.7647058823529,21.2941176470588,362,408,185,187,192,154,0.538674033149171,0.793814432989691,3
1047,11,222,90,448,129,95.1818181818182,40.7272727272727,20.1818181818182,221,257,120,121,124,98,0.581081081081081,0.75968992248062,3
446,8,104,37,203,61,55.75,25.375,13,104,118,54,56,58,43,0.586538461538462,0.704918032786885,3
802,14,188,74,353,101,57.2857142857143,25.2142857142857,13.4285714285714,188,216,102,104,106,76,0.537234042553192,0.710280373831776,3
668,11,143,72,288,88,60.7272727272727,26.1818181818182,13,143,168,92,93,97,72,0.615384615384615,0.742268041237113,3
1258,16,276,108,573,157,78.625,35.8125,17.25,276,313,144,146,153,122,0.568840579710145,0.797385620915033,3
521,10,125,59,242,61,52.1,24.2,12.5,125,142,75,76,80,55,0.488,0.69620253164557,3
1034,20,236,94,487,130,51.7,24.35,11.8,236,275,123,125,129,102,0.550847457627119,0.778625954198473,3
1393,19,292,112,606,166,73.3157894736842,31.8947368421053,15.3684210526316,292,326,148,149,153,122,0.568493150684932,0.777070063694268,3
609,8,140,54,280,75,76.125,35,17.5,140,158,77,78,80,58,0.535714285714286,0.707317073170732,3
1100,12,247,97,495,132,91.6666666666667,41.25,20.5833333333333,247,278,132,133,135,106,0.534412955465587,0.773722627737226,3
377,4,88,36,169,49,94.25,42.25,22,88,97,50,52,54,37,0.556818181818182,0.69811320754717,3
718,12,160,69,328,90,59.8333333333333,27.3333333333333,13.3333333333333,160,187,95,96,99,72,0.5625,0.727272727272727,3
1121,18,264,97,516,144,62.2777777777778,28.6666666666667,14.6666666666667,263,300,130,131,136,107,0.545454545454545,0.75886524822695,3
1333,15,295,129,581,154,88.8666666666667,38.7333333333333,19.6666666666667,295,335,160,164,166,135,0.522033898305085,0.784883720930233,3
443,3,96,49,189,51,147.666666666667,63,32,96,108,63,64,66,47,0.53125,0.723076923076923,3
1371,21,328,146,616,180,65.2857142857143,29.3333333333333,15.6190476190476,328,375,187,189,195,154,0.548780487804878,0.773869346733668,3
454,5,113,48,207,51,90.8,41.4,22.6,113,121,62,63,65,47,0.451327433628319,0.723076923076923,3
904,14,201,96,398,106,64.5714285714286,28.4285714285714,14.3571428571429,200,234,118,120,124,90,0.527363184079602,0.703125,3
1790,20,387,133,799,215,89.5,39.95,19.35,387,442,183,184,187,159,0.555555555555556,0.823834196891192,3
1646,21,349,150,719,197,78.3809523809524,34.2380952380952,16.6190476190476,349,401,187,190,196,161,0.564469914040115,0.817258883248731,3
647,12,137,65,288,79,53.9166666666667,24,11.4166666666667,134,156,86,84,90,65,0.576642335766423,0.691489361702128,3
1400,15,292,122,626,159,93.3333333333333,41.7333333333333,19.4666666666667,292,328,155,156,160,127,0.544520547945205,0.783950617283951,3
935,13,203,81,403,118,71.9230769230769,31,15.6153846153846,202,234,116,116,121,93,0.58128078817734,0.75609756097561,3
1277,13,284,96,572,145,98.2307692307692,44,21.8461538461538,284,323,136,137,144,108,0.51056338028169,0.76056338028169,3
1241,13,262,106,548,144,95.4615384615385,42.1538461538462,20.1538461538462,262,294,142,144,147,113,0.549618320610687,0.748344370860927,3
474,8,108,51,222,54,59.25,27.75,13.5,108,124,63,64,68,48,0.5,0.716417910447761,3
877,16,183,81,396,101,54.8125,24.75,11.4375,183,215,105,106,108,85,0.551912568306011,0.772727272727273,3
1150,10,255,80,497,135,115,49.7,25.5,255,286,117,118,121,92,0.529411764705882,0.741935483870968,3
1524,15,327,97,666,170,101.6,44.4,21.8,327,374,141,143,147,115,0.519877675840979,0.766666666666667,3
789,10,166,56,337,88,78.9,33.7,16.6,166,188,80,82,85,66,0.530120481927711,0.767441860465116,3
1555,20,325,91,706,178,77.75,35.3,16.25,325,367,129,132,135,113,0.547692307692308,0.807142857142857,3
746,14,181,61,339,83,53.2857142857143,24.2142857142857,12.9285714285714,181,205,82,83,85,66,0.458563535911602,0.725274725274725,3
578,9,131,73,263,69,64.2222222222222,29.2222222222222,14.5555555555556,131,149,84,86,89,64,0.526717557251908,0.719101123595506,3
1038,12,246,78,472,127,86.5,39.3333333333333,20.5,246,270,116,117,120,93,0.516260162601626,0.75609756097561,3
1710,17,360,124,759,205,100.588235294118,44.6470588235294,21.1764705882353,360,402,169,170,173,142,0.569444444444444,0.797752808988764,3
398,6,99,36,184,50,66.3333333333333,30.6666666666667,16.5,99,108,52,53,55,35,0.505050505050505,0.636363636363636,3
815,13,195,53,377,95,62.6923076923077,29,15,195,218,83,85,87,63,0.487179487179487,0.684782608695652,3
